ProductID,Name,ModelNumber,Description,Brand,Price,StoreID
210,Steppings Trendy Boots,1381,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra White Black Red BlackSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 4 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTGHT4P_39 In the Box 4 shorts,Spar International,115,104
211,Jacques Farel KWD2324 Analog Watch  - For Boys,1568,Key Features of Ladela Bellies Brand: LADELA Color : BlackLadela Bellies Price: Rs. 950 Experience the best bellies from the house of Ladela. Providing the best material to keep your feet cozy and active for the whole day.Specifications of Ladela Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 0 inch Outer Material PU Color Black,Steam,27,102
212,Rialto Boots,8246,Key Features of Carrel Printed Womens Fabric: SwimLycra Brand Color: Black WhiteCarrel Printed Womens Price: Rs. 910 Max-coverage swimwear collection from CARREL BRAND Brighten up your swim routine with this best fitting. This swimming costume from the house of Carrel is made of imported swim lycra fabric and comes in Black & White Colour. It has to be washed separately and dry in shade. Attractive & classy caressing the water. This swimwear provides excellent protection and Chlorine resistance. fast drying combined with flatlock stitching gives an unmatched comfort and helps you to that performance you have been striving for. This swimwear with its comfort and style is your perfect companion at any pool beach or water activity. Time for you to do your own thing and Go With The Flow. This Swimwear Lightly padded for modesty and support. This Product Support To This Size : L XL XXL 3XL4XL.Specifications of Carrel Printed Womens Top Details Neck Round Neck Swimsuit Details Fabric SwimLycra Type Swim-dress General Details Pattern Printed Ideal For Womens Occasion Sports Fabric Care Wash with Similar Colors Use Detergent for Colors In the Box 1 Swimware,REI,78,102
213,Salt N Pepper 13-455 Pisa Black Boots,5498,Specifications of Sicons All Purpose Tea Tree Dog Shampoo (200 ml) General Pet Type Dog Brand Sicons Quantity 200 ml Model Number SH.DF-07 Type All Purpose Fragrance Tea Tree Form Factor Spray In the Box Sales Package Shampoo Sicons Dog Fashion Dry Bath Urban Pet,Jo-Ann Fabric and Craft Stores,72,107
214,Oxter Chrono Blue Italia Analog Watch  - For Men  Boys,3829,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Black White BlackSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_17 In the Box 3 shorts,Alibaba,85,102
215,Klaur Melbourne Boots,7191,Specifications of Freelance Vacuum Bottles 350 ml Bottle (Pack of 1 Green) General Body Material Stainless steel Type Bottle In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 pcs in one packet,JC Penney,9,102
216,Positif Pfbk612 Analog Watch  - For Men  Boys,4862,Key Features of Alisha Solid Womens Cycling Shorts Cotton Lycra Black White WhiteSpecifications of Alisha Solid Womens Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Womens Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach Additional Details Style Code ALTHT_3P_2 In the Box 3 shorts,Tesco,128,100
217,Selfie Boots,7383,FabHomeDecor Fabric Double Sofa Bed (Finish Color - Purple Mechanism Type - Pull Out) Price: Rs. 22646  Fine deep seating experience  Save Space with the all new click clack Sofa Bed  Easy to fold and vice versa with simple click clack mechanism  Chrome legs with mango wood frame for long term durability  Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience  A double bed that can easily sleep twoSpecifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Purple Mechanism Type - Pull Out) Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. In The Box 1 Sofa Bed General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD132 Care Instructions Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres Try to avoid food and drink spillage of any kind If spills occur do not leave unattended In case of a stain a water-free fabric cleaner can be used However avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you cant reach it will also make it more durable Finish Type Matte Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Service Type Manufacturer Warranty Warranty Summary 6 Months Domestic Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Dimensions Weight 40 kg Height 838 mm Width 1905 mm Depth 939 mm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart or the Seller delivering the product will not take up any type of civil work such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine wiping the surface with a cloth will help clear the surface of dust particles Material & Color Upholstery Color Purple Primary Color Purple Primary Material Fabric Secondary Material Subtype Mango Wood Secondary Material Foam Finish Color Purple Primary Material Subtype Foam,Ace Hardware,90,101
218,DSIGNER 688RGM _BRN Analog Watch  - For Men  Boys,5225,Key Features of Style Foot Bellies ballerina shoes ballerina flatsStyle Foot Bellies Price: Rs. 449 ballet shoes that fits perfectly for casual and party wearSpecifications of Style Foot Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 1 inch Outer Material PU Color Black In the Box 1 slipper,GameStop,104,102
219,Salt N Pepper 13-019 Femme Taupe Boots Boots,2817,Key Features of Carrel Printed Womens Fabric: SwimLycra Brand Color: DARK BLUE WHITECarrel Printed Womens Price: Rs. 999 Max-coverage swimwear collection from CARREL BRAND Brighten up your swim routine with this best fitting. This swimming costume from the house of Carrel is made of imported swim lycra fabric and comes in Darkblue & White Colour. It has to be washed separately and dry in shade. Attractive & classy caressing the water. This swimwear provides excellent protection and Chlorine resistance. fast drying combined with flatlock stitching gives an unmatched comfort and helps you to that performance you have been striving for. This swimwear with its comfort and style is your perfect companion at any pool beach or water activity. Time for you to do your own thing and Go With The Flow. This Swimwear Lightly padded for modesty and support. This Product Support To This Size : L XL XXL 3XL4XL.Specifications of Carrel Printed Womens Top Details Neck Round Neck Swimsuit Details Fabric SwimLycra Type Swim-dress General Details Pattern Printed Ideal For Womens Occasion Sports Fabric Care Wash with Similar Colors Use Detergent for Colors In the Box 1 Swimware,Amazon,140,103
220,Franck Bella FB127A Analog Watch  - For Boys  Men,1252,FabHomeDecor Fabric Double Sofa Bed (Finish Color - Dark Brown Mechanism Type - Pull Out) Price: Rs. 22646  Fine deep seating experience  Save Space with the all new click clack Sofa Bed  Easy to fold and vice versa with simple click clack mechanism  Chrome legs with mango wood frame for long term durability  Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience  A double bed that can easily sleep twoSpecifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Dark Brown Mechanism Type - Pull Out) In The Box 1 Sofa Bed Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD115 Finish Type Matte Care Instructions Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade Keep sharp objects away from your sofa A little tear on the fabric cover may be hard to repair Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres Try to avoid food and drink spillage of any kind If spills occur do not leave unattended In case of a stain a water-free fabric cleaner can be used However avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you cant reach it will also make it more durable Dimensions Weight 40 kg Height 838.2 mm Width 1905 mm Depth 939.8 mm Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Warranty Summary 6 Months Domestic Warranty Service Type Manufacturer Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting pixel quality and color settings - Please check the products dimensions to ensure the product will fit in the desired location. Also check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart or the Seller delivering the product will not take up any type of civil work such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine wiping the surface with a cloth will help clear the surface of dust particles Material & Color Primary Material Fabric Primary Color Brown Upholstery Color Dark Brown Secondary Material Foam Secondary Material Subtype Mango Wood Finish Color Dark Brown Primary Material Subtype Foam,Costco,101,104
